transaction_count,total_spent,avg_transaction,std_transaction,total_items,avg_items,first_purchase,last_purchase,recency_days,customer_lifetime_days,customer_id,age,gender,city,loyalty_tier,cluster
1,622.32,622.32,0.0,2,2.0,2025-09-27 19:19:53.938529,2025-09-27 19:19:53.938529,37,0,2482,50,M,Phoenix,Gold,1
3,3801.5499999999997,1267.1833333333332,819.3141268361805,18,6.0,2025-02-04 19:19:53.934529,2025-03-21 19:19:53.928529,227,44,2483,27,M,New York,Bronze,1
1,3671.92,3671.92,0.0,8,8.0,2025-09-27 19:19:53.953922,2025-09-27 19:19:53.953922,37,0,2485,49,F,New York,Silver,1
1,436.56,436.56,0.0,2,2.0,2025-10-27 19:19:53.927531,2025-10-27 19:19:53.927531,7,0,2486,67,M,Los Angeles,Silver,1
3,6652.24,2217.4133333333334,1172.311408685138,14,4.666666666666667,2024-12-11 19:19:53.942531,2025-07-07 19:19:53.948531,119,208,2487,77,M,New York,Gold,0
3,1452.49,484.16333333333336,145.71461846133806,16,5.333333333333333,2025-01-01 19:19:53.939529,2025-08-26 19:19:53.936529,69,236,2489,19,M,Houston,Bronze,0
3,7372.35,2457.4500000000003,1504.7607421447437,21,7.0,2024-11-13 19:19:53.938529,2025-07-20 19:19:53.927531,106,248,2490,50,F,New York,Silver,0
2,981.4,490.7,518.5921133222139,8,4.0,2025-04-21 19:19:53.929529,2025-06-10 19:19:53.932529,146,50,2491,50,F,New York,Silver,1
2,1372.6799999999998,686.3399999999999,604.5762979144981,11,5.5,2024-12-13 19:19:53.943532,2025-06-30 19:19:53.927531,126,198,2492,58,M,New York,Silver,1
1,354.84,354.84,0.0,3,3.0,2025-03-19 19:19:53.947530,2025-03-19 19:19:53.947530,229,0,2493,30,F,New York,Silver,1
2,1212.84,606.42,306.3469418812598,6,3.0,2024-11-05 19:19:53.933530,2024-12-06 19:19:53.930529,332,30,2494,47,M,Chicago,Bronze,1
4,3323.35,830.8375,596.7910317900228,17,4.25,2024-12-16 19:19:53.930529,2025-07-13 19:19:53.935529,113,209,2495,50,F,Phoenix,Gold,0
3,6851.219999999999,2283.74,1761.8807157977524,18,6.0,2025-01-07 19:19:53.940529,2025-08-24 19:19:53.952915,71,229,2497,69,M,New York,Silver,0
3,2692.1800000000003,897.3933333333334,910.8779334978608,17,5.666666666666667,2025-08-31 19:19:53.953922,2025-11-01 19:19:53.954921,2,62,2498,43,F,Chicago,Bronze,0
1,1072.16,1072.16,0.0,8,8.0,2025-01-10 19:19:53.938529,2025-01-10 19:19:53.938529,297,0,2500,56,M,New York,Bronze,1
3,7743.79,2581.2633333333333,1154.734594802344,24,8.0,2025-01-30 19:19:53.939529,2025-07-28 19:19:53.933530,98,178,2501,19,F,Los Angeles,Silver,0
4,4735.62,1183.905,959.4878707762108,16,4.0,2025-05-11 19:19:53.930529,2025-09-16 19:19:53.932529,48,128,2502,55,M,New York,Gold,0
3,5969.04,1989.68,712.1569905575597,21,7.0,2025-05-09 19:19:53.927531,2025-11-04 19:19:53.945531,-1,179,2503,56,M,Los Angeles,Bronze,0
4,4506.42,1126.605,793.0607351899349,17,4.25,2024-11-05 19:19:53.933530,2025-07-27 19:19:53.948531,99,264,2504,43,M,New York,Bronze,0
4,2519.98,629.995,809.1019417642419,13,3.25,2024-12-09 19:19:53.934529,2025-08-11 19:19:53.927531,84,244,2505,63,M,Los Angeles,Bronze,0
2,2975.72,1487.86,945.7411777013834,11,5.5,2025-04-13 19:19:53.935529,2025-07-02 19:19:53.935529,124,80,2506,75,M,Los Angeles,Gold,1
4,963.3599999999999,240.83999999999997,265.3238579547644,15,3.75,2025-02-04 19:19:53.938529,2025-07-20 19:19:53.929529,106,165,2507,67,M,New York,Silver,0
2,1877.8799999999999,938.9399999999999,1177.1065165056218,9,4.5,2025-01-03 19:19:53.930529,2025-03-27 19:19:53.929529,221,82,2508,32,F,Los Angeles,Silver,1
2,3721.0,1860.5,34.08254685319146,14,7.0,2025-06-06 19:19:53.939529,2025-10-29 19:19:53.928529,5,144,2509,51,M,Houston,Silver,0
2,932.3399999999999,466.16999999999996,361.1194331519698,3,1.5,2025-05-08 19:19:53.940529,2025-05-14 19:19:53.935529,173,5,2510,59,F,Phoenix,Bronze,1
2,3372.08,1686.04,923.8491517558482,12,6.0,2025-03-17 19:19:53.942531,2025-05-23 19:19:53.942531,164,67,2511,72,F,Chicago,Silver,1
5,3089.28,617.856,421.413938699232,12,2.4,2024-11-16 19:19:53.935529,2025-10-10 19:19:53.946533,24,328,2512,61,M,Los Angeles,Bronze,0
3,2341.77,780.59,415.60756044614976,12,4.0,2024-11-23 19:19:53.933530,2025-06-26 19:19:53.932529,130,214,2513,66,F,Los Angeles,Gold,0
4,3556.4799999999996,889.1199999999999,488.56534731804294,27,6.75,2024-11-27 19:19:53.942531,2025-09-01 19:19:53.945531,63,278,2514,57,F,Chicago,Gold,0
3,4767.04,1589.0133333333333,785.9095289747626,14,4.666666666666667,2025-06-09 19:19:53.929529,2025-09-30 19:19:53.954921,34,113,2515,28,M,Los Angeles,Silver,0
3,3692.6,1230.8666666666666,714.3344811314468,15,5.0,2025-03-25 19:19:53.955921,2025-06-09 19:19:53.953922,147,75,2516,78,M,Chicago,Bronze,0
1,326.83,326.83,0.0,7,7.0,2025-08-11 19:19:53.949532,2025-08-11 19:19:53.949532,84,0,2517,20,M,New York,Bronze,1
1,1303.74,1303.74,0.0,9,9.0,2025-05-01 19:19:53.938529,2025-05-01 19:19:53.938529,186,0,2519,23,F,Houston,Gold,1
2,1457.06,728.53,294.7503906698005,14,7.0,2025-08-26 19:19:53.953922,2025-11-02 19:19:53.931529,1,67,2521,23,M,Los Angeles,Gold,1
2,2285.56,1142.78,875.2002052102138,6,3.0,2024-12-06 19:19:53.939529,2025-04-18 19:19:53.938529,199,132,2522,26,F,Phoenix,Gold,1
2,7060.06,3530.03,159.4808634288139,15,7.5,2025-06-25 19:19:53.943532,2025-07-23 19:19:53.954921,103,28,2524,48,F,Houston,Silver,0
3,1796.58,598.86,538.7703808673971,19,6.333333333333333,2025-01-14 19:19:53.933530,2025-10-16 19:19:53.932529,18,274,2525,49,F,New York,Silver,0
2,3342.46,1671.23,923.2693241952751,14,7.0,2025-01-11 19:19:53.936529,2025-09-29 19:19:53.933530,35,260,2526,58,M,New York,Silver,0
1,165.84,165.84,0.0,4,4.0,2025-10-02 19:19:53.939529,2025-10-02 19:19:53.939529,32,0,2527,67,F,Los Angeles,Gold,1
2,4921.27,2460.635,728.4967613174407,15,7.5,2025-04-28 19:19:53.932529,2025-09-06 19:19:53.932529,58,131,2528,29,F,New York,Gold,0
3,3991.62,1330.54,658.5252046049567,14,4.666666666666667,2025-04-13 19:19:53.931529,2025-07-28 19:19:53.937529,98,106,2529,25,F,Houston,Silver,0
4,7464.700000000001,1866.1750000000002,1417.8049438127941,26,6.5,2024-11-11 19:19:53.948531,2025-04-27 19:19:53.930529,190,166,2530,25,F,Phoenix,Silver,0
1,559.41,559.41,0.0,3,3.0,2024-11-09 19:19:53.930529,2024-11-09 19:19:53.930529,359,0,2531,67,M,Houston,Gold,1
3,6187.49,2062.4966666666664,1853.9477073621395,19,6.333333333333333,2024-11-14 19:19:53.953922,2025-02-04 19:19:53.930529,272,81,2533,79,F,Houston,Silver,0
1,253.68,253.68,0.0,2,2.0,2025-05-05 19:19:53.939529,2025-05-05 19:19:53.939529,182,0,2534,37,F,Chicago,Gold,1
2,2530.18,1265.09,1554.772248337357,11,5.5,2025-05-19 19:19:53.935529,2025-09-14 19:19:53.934529,50,117,2536,64,M,Chicago,Silver,1
1,53.56,53.56,0.0,4,4.0,2025-08-14 19:19:53.933530,2025-08-14 19:19:53.933530,81,0,2537,76,F,Chicago,Bronze,1
2,1286.92,643.46,411.5078623793232,4,2.0,2025-03-27 19:19:53.936529,2025-10-09 19:19:53.927531,25,195,2538,24,F,Los Angeles,Gold,1
3,4996.29,1665.43,1285.603060162817,24,8.0,2025-03-19 19:19:53.929529,2025-07-13 19:19:53.954921,113,116,2539,28,M,New York,Silver,0
3,3186.97,1062.3233333333333,172.5142650140368,17,5.666666666666667,2024-12-10 19:19:53.927531,2025-03-20 19:19:53.931529,228,100,2540,37,M,Chicago,Gold,1
1,733.08,733.08,0.0,3,3.0,2025-08-18 19:19:53.953922,2025-08-18 19:19:53.953922,77,0,2541,33,M,Houston,Gold,1
3,2568.88,856.2933333333334,460.55304768651064,13,4.333333333333333,2024-11-24 19:19:53.929529,2025-07-08 19:19:53.936529,118,226,2542,21,M,New York,Gold,0
1,460.98,460.98,0.0,6,6.0,2025-01-31 19:19:53.940529,2025-01-31 19:19:53.940529,276,0,2543,23,M,Houston,Gold,1
3,2704.8,901.6,200.37550523953774,15,5.0,2025-05-25 19:19:53.931529,2025-10-10 19:19:53.953922,24,138,2545,39,F,New York,Silver,0
2,805.4000000000001,402.70000000000005,372.13615680285625,13,6.5,2025-07-01 19:19:53.930529,2025-07-20 19:19:53.940529,106,19,2546,43,M,New York,Silver,1
3,5772.66,1924.22,1540.1315103587747,15,5.0,2025-04-11 19:19:53.931529,2025-07-01 19:19:53.927531,125,80,2547,20,M,Houston,Silver,0
3,1681.28,560.4266666666666,223.53711846879776,7,2.3333333333333335,2024-12-02 19:19:53.935529,2025-07-24 19:19:53.931529,102,233,2548,58,M,Los Angeles,Silver,0
1,2818.69,2818.69,0.0,7,7.0,2025-02-03 19:19:53.938529,2025-02-03 19:19:53.938529,273,0,2549,77,M,Phoenix,Silver,1
1,748.7,748.7,0.0,2,2.0,2025-02-02 19:19:53.937529,2025-02-02 19:19:53.937529,274,0,2550,59,F,Phoenix,Bronze,1
3,1094.3,364.76666666666665,24.158477463063214,17,5.666666666666667,2024-12-06 19:19:53.938529,2025-06-02 19:19:53.954921,154,178,2551,31,F,Los Angeles,Gold,0
3,7072.95,2357.65,1113.7706456447843,19,6.333333333333333,2024-12-26 19:19:53.931529,2025-11-04 19:19:53.933530,-1,313,2552,28,M,New York,Gold,0
4,4928.139999999999,1232.0349999999999,891.2074288477029,14,3.5,2024-12-26 19:19:53.934529,2025-07-22 19:19:53.946533,104,208,2553,35,F,Houston,Silver,0
4,2944.2,736.05,310.84879164421193,21,5.25,2025-05-13 19:19:53.953922,2025-07-25 19:19:53.940529,101,72,2554,71,F,Phoenix,Gold,0
4,6027.9800000000005,1506.9950000000001,1089.593928443069,17,4.25,2025-01-17 19:19:53.934529,2025-08-08 19:19:53.933530,87,202,2556,40,F,Los Angeles,Gold,0
5,4098.6,819.72,442.1839336181268,18,3.6,2025-03-20 19:19:53.939529,2025-09-27 19:19:53.930529,37,190,2557,29,F,Houston,Silver,0
2,1906.6799999999998,953.3399999999999,612.2979039650552,6,3.0,2024-11-21 19:19:53.927531,2025-02-01 19:19:53.931529,275,72,2558,30,F,Los Angeles,Silver,1
4,4188.82,1047.205,1099.2814237946532,12,3.0,2024-11-05 19:19:53.940529,2025-04-30 19:19:53.940529,187,176,2559,42,M,New York,Bronze,0
1,878.0,878.0,0.0,4,4.0,2025-04-20 19:19:53.934529,2025-04-20 19:19:53.934529,197,0,2560,62,M,Los Angeles,Silver,1
2,4435.88,2217.94,1012.209215132919,13,6.5,2025-02-21 19:19:53.928529,2025-05-05 19:19:53.937529,182,73,2561,68,M,Los Angeles,Bronze,1
1,333.68,333.68,0.0,1,1.0,2025-05-10 19:19:53.934529,2025-05-10 19:19:53.934529,177,0,2562,75,M,Phoenix,Silver,1
2,5064.139999999999,2532.0699999999997,80.11519830843581,14,7.0,2025-02-18 19:19:53.938529,2025-10-01 19:19:53.930529,33,224,2563,36,M,Houston,Gold,0
2,2915.6400000000003,1457.8200000000002,1621.5372706169908,8,4.0,2024-12-29 19:19:53.931529,2025-03-03 19:19:53.928529,245,63,2564,72,F,Phoenix,Bronze,1
2,295.1,147.55,74.59976541518077,10,5.0,2025-07-10 19:19:53.930529,2025-10-14 19:19:53.953922,20,96,2565,63,M,Chicago,Bronze,1
3,2578.2400000000002,859.4133333333334,571.4041180577309,7,2.3333333333333335,2024-12-16 19:19:53.934529,2025-10-08 19:19:53.938529,26,296,2566,53,M,Los Angeles,Bronze,0
3,2325.69,775.23,787.0458444715912,15,5.0,2024-12-02 19:19:53.935529,2025-03-11 19:19:53.933530,237,98,2567,62,F,Chicago,Silver,1
4,5822.34,1455.585,1195.4713063753002,14,3.5,2025-03-27 19:19:53.932529,2025-06-06 19:19:53.931529,150,70,2568,25,F,Phoenix,Bronze,0
4,2995.76,748.94,441.5047524848025,24,6.0,2024-12-02 19:19:53.927531,2025-09-27 19:19:53.949532,37,299,2569,46,M,Houston,Silver,0
1,943.64,943.64,0.0,4,4.0,2025-10-27 19:19:53.939529,2025-10-27 19:19:53.939529,7,0,2570,72,F,Phoenix,Bronze,1
2,1015.27,507.635,524.9348611494573,8,4.0,2025-04-19 19:19:53.936529,2025-09-15 19:19:53.940529,49,149,2571,70,F,Houston,Silver,1
1,866.34,866.34,0.0,9,9.0,2025-03-29 19:19:53.939529,2025-03-29 19:19:53.939529,219,0,2572,72,F,Houston,Bronze,1
1,80.64,80.64,0.0,7,7.0,2025-05-14 19:19:53.937529,2025-05-14 19:19:53.937529,173,0,2573,49,F,New York,Gold,1
1,3565.89,3565.89,0.0,9,9.0,2025-02-24 19:19:53.929529,2025-02-24 19:19:53.929529,252,0,2574,68,M,Los Angeles,Gold,1
1,1305.75,1305.75,0.0,5,5.0,2025-04-12 19:19:53.945531,2025-04-12 19:19:53.945531,205,0,2575,61,F,Phoenix,Bronze,1
4,4772.1,1193.025,949.8624163003818,30,7.5,2024-12-19 19:19:53.955921,2025-07-01 19:19:53.936529,125,193,2576,35,M,Houston,Silver,0
2,4981.98,2490.99,1713.6449999343504,17,8.5,2025-09-20 19:19:53.953922,2025-09-25 19:19:53.955921,39,5,2577,23,M,Phoenix,Silver,0
1,510.15,510.15,0.0,5,5.0,2025-01-23 19:19:53.945531,2025-01-23 19:19:53.945531,284,0,2578,35,F,Phoenix,Silver,1
1,714.76,714.76,0.0,2,2.0,2025-10-23 19:19:53.936529,2025-10-23 19:19:53.936529,11,0,2579,36,F,Houston,Gold,1
2,3672.04,1836.02,1260.092568345675,10,5.0,2025-07-14 19:19:53.939529,2025-08-08 19:19:53.938529,87,24,2580,39,F,Chicago,Gold,1
3,6722.08,2240.693333333333,1284.9781951976204,18,6.0,2025-05-31 19:19:53.952915,2025-09-01 19:19:53.951533,63,92,2581,54,M,Los Angeles,Gold,0
5,3324.38,664.876,246.80070265297059,24,4.8,2025-02-24 19:19:53.934529,2025-10-27 19:19:53.939529,7,245,2582,49,F,Los Angeles,Silver,0
4,8324.4,2081.1,1991.1514662794157,21,5.25,2024-11-14 19:19:53.940529,2025-07-15 19:19:53.939529,111,242,2584,58,F,New York,Silver,0
3,4211.37,1403.79,463.294967272471,21,7.0,2025-06-03 19:19:53.940529,2025-09-23 19:19:53.935529,41,111,2585,76,F,New York,Bronze,0
2,714.84,357.42,438.6607627768866,6,3.0,2025-03-10 19:19:53.951533,2025-05-06 19:19:53.950533,181,56,2587,45,M,Chicago,Bronze,1
4,5858.200000000001,1464.5500000000002,1087.156487079942,21,5.25,2025-01-20 19:19:53.949532,2025-07-11 19:19:53.946533,115,171,2588,27,F,Los Angeles,Gold,0
2,3985.7799999999997,1992.8899999999999,757.5234946851484,11,5.5,2025-07-12 19:19:53.952915,2025-09-04 19:19:53.954921,60,54,2589,68,F,Los Angeles,Gold,1
3,2693.83,897.9433333333333,479.59421559619904,17,5.666666666666667,2025-02-05 19:19:53.928529,2025-04-12 19:19:53.939529,205,66,2591,78,M,Los Angeles,Bronze,1
4,2105.62,526.405,497.4046845041437,19,4.75,2025-04-18 19:19:53.955921,2025-09-05 19:19:53.934529,59,139,2592,46,F,Chicago,Silver,0
1,535.2,535.2,0.0,3,3.0,2025-03-15 19:19:53.946533,2025-03-15 19:19:53.946533,233,0,2593,71,M,New York,Bronze,1
5,6451.68,1290.336,1592.594168999121,18,3.6,2024-11-10 19:19:53.932529,2025-09-21 19:19:53.942531,43,315,2594,32,M,Phoenix,Bronze,0
3,2778.7400000000002,926.2466666666668,1435.9671215015103,18,6.0,2025-03-05 19:19:53.939529,2025-11-02 19:19:53.934529,1,241,2595,50,F,New York,Silver,0
1,2859.66,2859.66,0.0,6,6.0,2025-10-02 19:19:53.928529,2025-10-02 19:19:53.928529,32,0,2596,24,F,New York,Silver,1
1,158.33,158.33,0.0,1,1.0,2025-11-01 19:19:53.934529,2025-11-01 19:19:53.934529,2,0,2597,29,F,Phoenix,Bronze,1
7,7361.64,1051.662857142857,882.7814279634246,30,4.285714285714286,2024-11-06 19:19:53.932529,2025-07-31 19:19:53.939529,95,267,2598,66,M,Los Angeles,Bronze,0
1,1049.6,1049.6,0.0,5,5.0,2024-12-25 19:19:53.937529,2024-12-25 19:19:53.937529,313,0,2599,47,M,Chicago,Gold,1
1,1669.5,1669.5,0.0,9,9.0,2024-11-10 19:19:53.929529,2024-11-10 19:19:53.929529,358,0,2600,38,M,Chicago,Silver,1
2,2544.6400000000003,1272.3200000000002,542.8317337812889,10,5.0,2024-11-22 19:19:53.938529,2025-10-05 19:19:53.934529,29,316,2601,48,M,New York,Silver,0
3,2543.6800000000003,847.8933333333334,958.7293001329068,10,3.3333333333333335,2024-11-25 19:19:53.930529,2025-06-02 19:19:53.931529,154,189,2602,75,M,Phoenix,Silver,0
2,5051.1900000000005,2525.5950000000003,2068.6055330221857,11,5.5,2025-01-08 19:19:53.946533,2025-04-10 19:19:53.942531,207,91,2603,78,M,Houston,Silver,1
2,2758.59,1379.295,658.1820629962504,8,4.0,2025-05-14 19:19:53.938529,2025-07-31 19:19:53.939529,95,78,2604,41,F,Los Angeles,Bronze,1
2,1345.4,672.7,4.384062043356586,11,5.5,2025-04-16 19:19:53.934529,2025-04-18 19:19:53.929529,199,1,2605,37,F,New York,Gold,1
3,8906.029999999999,2968.6766666666663,940.9739115583033,24,8.0,2025-01-13 19:19:53.940529,2025-09-17 19:19:53.946533,47,247,2606,54,M,Chicago,Silver,0
3,1105.73,368.57666666666665,212.95787901210258,12,4.0,2024-11-16 19:19:53.933530,2025-10-13 19:19:53.934529,21,331,2607,21,F,Phoenix,Bronze,0
3,1988.89,662.9633333333334,815.3956441098599,10,3.3333333333333335,2025-04-13 19:19:53.939529,2025-08-11 19:19:53.934529,84,119,2608,45,F,Phoenix,Bronze,1
1,1195.02,1195.02,0.0,6,6.0,2025-03-18 19:19:53.931529,2025-03-18 19:19:53.931529,230,0,2609,61,M,New York,Bronze,1
2,1602.8400000000001,801.4200000000001,244.97007327426752,10,5.0,2025-01-19 19:19:53.933530,2025-06-12 19:19:53.931529,144,143,2611,37,F,Chicago,Bronze,1
1,1366.9,1366.9,0.0,5,5.0,2024-12-11 19:19:53.927531,2024-12-11 19:19:53.927531,327,0,2613,41,M,Houston,Silver,1
2,1008.14,504.07,370.7502275117306,4,2.0,2024-11-06 19:19:53.931529,2025-04-13 19:19:53.927531,204,157,2614,67,F,Phoenix,Gold,1
2,3648.52,1824.26,1145.3149956234747,14,7.0,2024-11-30 19:19:53.927531,2025-04-21 19:19:53.934529,196,142,2617,49,F,Chicago,Gold,1
1,2117.1,2117.1,0.0,6,6.0,2025-01-18 19:19:53.935529,2025-01-18 19:19:53.935529,289,0,2618,58,F,Houston,Bronze,1
2,3044.6800000000003,1522.3400000000001,272.8017961817701,11,5.5,2025-04-04 19:19:53.936529,2025-09-20 19:19:53.934529,44,168,2619,53,F,New York,Bronze,0
1,3102.68,3102.68,0.0,7,7.0,2025-08-05 19:19:53.952915,2025-08-05 19:19:53.952915,90,0,2621,70,M,Houston,Bronze,1
4,6039.8099999999995,1509.9524999999999,1275.8919724222997,20,5.0,2025-05-13 19:19:53.943532,2025-10-22 19:19:53.928529,12,161,2622,51,M,Los Angeles,Silver,0
1,1711.0,1711.0,0.0,5,5.0,2025-01-04 19:19:53.937529,2025-01-04 19:19:53.937529,303,0,2623,53,M,Los Angeles,Bronze,1
1,659.14,659.14,0.0,2,2.0,2025-02-25 19:19:53.938529,2025-02-25 19:19:53.938529,251,0,2624,19,M,Los Angeles,Gold,1
3,4003.63,1334.5433333333333,822.286679287299,15,5.0,2025-03-24 19:19:53.929529,2025-09-19 19:19:53.933530,45,179,2625,32,F,Houston,Bronze,0
3,3231.02,1077.0066666666667,816.4269536421084,19,6.333333333333333,2025-02-01 19:19:53.949532,2025-08-15 19:19:53.930529,80,194,2626,51,F,Phoenix,Silver,0
1,1840.12,1840.12,0.0,4,4.0,2025-10-11 19:19:53.928529,2025-10-11 19:19:53.928529,23,0,2627,53,M,Chicago,Bronze,1
1,241.0,241.0,0.0,5,5.0,2024-11-30 19:19:53.953922,2024-11-30 19:19:53.953922,338,0,2628,23,F,New York,Silver,1
3,2532.4300000000003,844.1433333333334,788.1874877421827,11,3.6666666666666665,2025-01-20 19:19:53.953922,2025-10-10 19:19:53.938529,24,262,2631,68,M,Chicago,Silver,0
1,536.67,536.67,0.0,3,3.0,2025-07-23 19:19:53.930529,2025-07-23 19:19:53.930529,103,0,2632,68,F,Houston,Gold,1
3,2619.11,873.0366666666667,337.758185738456,10,3.3333333333333335,2025-03-16 19:19:53.950533,2025-09-25 19:19:53.930529,39,192,2633,75,F,Los Angeles,Gold,0
2,953.6099999999999,476.80499999999995,46.71854503299521,3,1.5,2025-01-19 19:19:53.952915,2025-03-23 19:19:53.934529,225,62,2634,71,F,Phoenix,Bronze,1
2,4904.879999999999,2452.4399999999996,140.34655392990612,16,8.0,2025-03-11 19:19:53.953922,2025-08-13 19:19:53.931529,82,154,2635,78,F,Phoenix,Gold,0
3,4675.74,1558.58,1650.1937226580399,12,4.0,2025-06-12 19:19:53.953922,2025-10-24 19:19:53.933530,10,133,2636,29,M,Chicago,Silver,0
3,4585.0199999999995,1528.34,1118.6670559643742,25,8.333333333333334,2024-11-18 19:19:53.930529,2025-10-08 19:19:53.954921,26,324,2637,20,F,Houston,Silver,0
3,1037.13,345.71000000000004,538.9499970312644,9,3.0,2025-07-06 19:19:53.939529,2025-10-22 19:19:53.930529,12,107,2638,62,F,Chicago,Gold,1
2,1717.18,858.59,880.9277701378246,11,5.5,2025-03-24 19:19:53.930529,2025-05-18 19:19:53.937529,169,55,2640,57,M,Phoenix,Gold,1
2,834.8199999999999,417.40999999999997,108.99343925209448,11,5.5,2025-04-07 19:19:53.934529,2025-06-30 19:19:53.938529,126,84,2641,38,M,Chicago,Gold,1
2,5304.55,2652.275,484.81362238493267,13,6.5,2025-01-04 19:19:53.938529,2025-09-24 19:19:53.945531,40,263,2642,32,F,Los Angeles,Silver,0
2,6242.539999999999,3121.2699999999995,1538.197665386344,17,8.5,2024-12-14 19:19:53.934529,2025-01-05 19:19:53.940529,302,22,2643,50,F,Chicago,Bronze,1
1,216.75,216.75,0.0,1,1.0,2025-09-04 19:19:53.931529,2025-09-04 19:19:53.931529,60,0,2644,52,F,Los Angeles,Bronze,1
1,3257.46,3257.46,0.0,9,9.0,2025-10-21 19:19:53.938529,2025-10-21 19:19:53.938529,13,0,2645,43,F,Phoenix,Bronze,1
4,4750.07,1187.5175,1452.9592832646756,21,5.25,2025-01-19 19:19:53.933530,2025-10-24 19:19:53.931529,10,277,2646,25,M,Houston,Bronze,0
2,3560.6800000000003,1780.3400000000001,1677.1724321607485,11,5.5,2025-06-26 19:19:53.937529,2025-08-27 19:19:53.952915,68,62,2647,53,F,Los Angeles,Silver,1
2,3132.8599999999997,1566.4299999999998,1187.670691816549,8,4.0,2024-12-02 19:19:53.949532,2025-04-28 19:19:53.937529,189,146,2648,65,F,Houston,Bronze,1
1,229.47,229.47,0.0,1,1.0,2025-04-19 19:19:53.950533,2025-04-19 19:19:53.950533,198,0,2649,47,F,Houston,Bronze,1
2,1315.25,657.625,531.0725480101565,12,6.0,2024-11-10 19:19:53.931529,2025-09-04 19:19:53.935529,60,298,2650,40,M,Los Angeles,Bronze,0
1,4005.0,4005.0,0.0,9,9.0,2025-04-16 19:19:53.943532,2025-04-16 19:19:53.943532,201,0,2651,59,M,Phoenix,Silver,1
1,204.8,204.8,0.0,4,4.0,2025-04-01 19:19:53.949532,2025-04-01 19:19:53.949532,216,0,2652,61,F,New York,Silver,1
2,2911.32,1455.66,1060.999583034791,8,4.0,2025-06-08 19:19:53.945531,2025-07-03 19:19:53.933530,123,24,2653,31,F,Houston,Bronze,1
3,6605.25,2201.75,1495.5647595139435,22,7.333333333333333,2024-11-07 19:19:53.937529,2025-09-04 19:19:53.946533,60,301,2654,31,F,Houston,Silver,0
5,6706.879999999999,1341.3759999999997,842.5102173445732,25,5.0,2024-11-20 19:19:53.936529,2025-09-12 19:19:53.952915,52,296,2655,19,F,Phoenix,Gold,0
1,1596.35,1596.35,0.0,5,5.0,2025-02-10 19:19:53.933530,2025-02-10 19:19:53.933530,266,0,2656,72,F,Phoenix,Bronze,1
1,148.75,148.75,0.0,1,1.0,2025-06-20 19:19:53.935529,2025-06-20 19:19:53.935529,136,0,2657,54,M,Chicago,Silver,1
6,6483.37,1080.5616666666667,1366.9390916703885,30,5.0,2025-01-01 19:19:53.936529,2025-07-24 19:19:53.929529,102,203,2658,22,M,Phoenix,Bronze,0
3,2844.79,948.2633333333333,296.64870711556006,11,3.6666666666666665,2025-07-06 19:19:53.935529,2025-10-01 19:19:53.939529,33,87,2659,55,M,Houston,Bronze,0
3,3363.01,1121.0033333333333,1067.300518894905,15,5.0,2025-02-25 19:19:53.931529,2025-11-02 19:19:53.932529,1,250,2660,62,F,Los Angeles,Silver,0
5,2668.38,533.676,190.47645124791674,19,3.8,2024-11-27 19:19:53.933530,2025-10-18 19:19:53.927531,16,324,2661,58,M,New York,Gold,0
2,3556.8399999999997,1778.4199999999998,1654.3753095352938,13,6.5,2024-12-27 19:19:53.930529,2025-09-20 19:19:53.933530,44,267,2662,79,M,Chicago,Bronze,0
1,348.6,348.6,0.0,2,2.0,2024-12-21 19:19:53.935529,2024-12-21 19:19:53.935529,317,0,2663,71,M,Los Angeles,Gold,1
1,1746.44,1746.44,0.0,4,4.0,2025-08-09 19:19:53.938529,2025-08-09 19:19:53.938529,86,0,2664,77,F,New York,Silver,1
4,2655.0600000000004,663.7650000000001,471.9021458946759,13,3.25,2024-11-25 19:19:53.939529,2025-04-01 19:19:53.936529,216,126,2666,64,M,New York,Silver,0
3,3245.55,1081.8500000000001,125.40673307282988,19,6.333333333333333,2025-05-11 19:19:53.952915,2025-08-21 19:19:53.934529,74,101,2667,31,F,Los Angeles,Silver,0
2,430.14000000000004,215.07000000000002,142.17088942536725,2,1.0,2025-02-01 19:19:53.932529,2025-03-11 19:19:53.929529,237,37,2668,73,M,Chicago,Silver,1
6,7037.35,1172.8916666666667,1042.600415929644,27,4.5,2024-11-11 19:19:53.938529,2025-09-28 19:19:53.943532,36,321,2669,56,M,Chicago,Silver,0
2,2985.7200000000003,1492.8600000000001,837.2427131961197,13,6.5,2024-12-07 19:19:53.938529,2024-12-08 19:19:53.936529,330,0,2670,42,M,New York,Bronze,1
3,5867.22,1955.74,1486.6166731205458,16,5.333333333333333,2025-05-20 19:19:53.954921,2025-09-26 19:19:53.937529,38,128,2671,37,M,Los Angeles,Gold,0
2,4277.49,2138.745,1941.4111652223496,15,7.5,2025-05-07 19:19:53.936529,2025-10-15 19:19:53.933530,19,160,2672,19,F,New York,Gold,0
2,1745.36,872.68,709.7513605481852,6,3.0,2025-06-22 19:19:53.931529,2025-07-11 19:19:53.935529,115,19,2673,56,F,Phoenix,Bronze,1
2,4826.98,2413.49,361.17600169446507,13,6.5,2025-06-08 19:19:53.928529,2025-10-01 19:19:53.945531,33,115,2675,34,F,Houston,Gold,0
